,work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
0,2025,MI,FT,Penetration Tester,1336608,INR,15804,IN,0,IN,L
1,2025,MI,CT,Security Engineer,130000,USD,130000,US,0,US,M
2,2025,MI,CT,Security Engineer,120000,USD,120000,US,0,US,M
3,2025,MI,FT,Security Engineer,120000,USD,120000,US,0,US,M
4,2025,MI,FT,Security Engineer,80000,USD,80000,US,0,US,M
5,2025,SE,FT,Security Engineer,125000,USD,125000,US,0,US,M
6,2025,SE,FT,Security Engineer,87989,USD,87989,US,0,US,M
7,2025,MI,FT,Software Engineer,186000,USD,186000,US,0,US,M
8,2025,MI,FT,Software Engineer,124000,USD,124000,US,0,US,M
9,2025,SE,FT,Privacy Engineer,208000,USD,208000,US,0,US,M
10,2025,SE,FT,Privacy Engineer,147000,USD,147000,US,0,US,M
11,2025,SE,FT,Security Analyst,179000,USD,179000,US,0,US,M
12,2025,SE,FT,Security Analyst,112000,USD,112000,US,0,US,M
13,2025,MI,FT,Splunk Administrator,77000,USD,77000,US,0,US,M
14,2025,MI,FT,Splunk Administrator,75000,USD,75000,US,0,US,M
15,2025,MI,CT,Security Engineer,180000,USD,180000,US,100,US,M
16,2025,MI,CT,Security Engineer,140000,USD,140000,US,100,US,M
17,2025,SE,FT,Security Analyst,266800,USD,266800,US,0,US,M
18,2025,SE,FT,Security Analyst,153900,USD,153900,US,0,US,M
19,2025,SE,FT,Security Engineer,350000,USD,350000,US,0,US,M
20,2025,SE,FT,Security Engineer,200000,USD,200000,US,0,US,M
21,2025,MI,FT,Reverse Engineer,165000,USD,165000,US,0,US,M
22,2025,MI,FT,Reverse Engineer,115000,USD,115000,US,0,US,M
23,2025,SE,FT,Security Engineer,350000,USD,350000,US,0,US,M
24,2025,SE,FT,Security Engineer,200000,USD,200000,US,0,US,M
25,2025,SE,FT,Security Engineer,350000,USD,350000,US,0,US,M
26,2025,SE,FT,Security Engineer,200000,USD,200000,US,0,US,M
27,2025,SE,FT,Security Engineer,246000,USD,246000,US,0,US,M
28,2025,SE,FT,Security Engineer,108000,USD,108000,US,0,US,M
29,2025,SE,FT,Security Engineer,207174,USD,207174,US,0,US,M
30,2025,SE,FT,Security Engineer,119813,USD,119813,US,0,US,M
31,2025,SE,FT,Security Engineer,177400,USD,177400,US,0,US,M
32,2025,SE,FT,Security Engineer,106400,USD,106400,US,0,US,M
33,2025,MI,FT,Security Engineer,142200,USD,142200,US,100,US,M
34,2025,MI,FT,Security Engineer,85300,USD,85300,US,100,US,M
35,2025,SE,FT,Security Engineer,251600,USD,251600,US,0,US,M
36,2025,SE,FT,Security Engineer,120100,USD,120100,US,0,US,M
37,2025,SE,FT,Security Engineer,206200,USD,206200,US,0,US,M
38,2025,SE,FT,Security Engineer,133535,USD,133535,US,0,US,M
39,2025,SE,FT,Digital Network Exploitation Analyst,260000,USD,260000,US,0,US,M
40,2025,SE,FT,Digital Network Exploitation Analyst,95000,USD,95000,US,0,US,M
41,2025,MI,FT,Cyber Intelligence Analyst,147600,USD,147600,US,0,US,M
42,2025,MI,FT,Cyber Intelligence Analyst,88600,USD,88600,US,0,US,M
43,2025,SE,FT,Cyber Range Engineer,176600,USD,176600,US,0,US,M
44,2025,SE,FT,Cyber Range Engineer,100900,USD,100900,US,0,US,M
45,2025,SE,FT,Program Manager,229000,USD,229000,US,0,US,M
46,2025,SE,FT,Program Manager,156000,USD,156000,US,0,US,M
47,2025,EN,FT,Program Manager,215400,USD,215400,US,0,US,M
48,2025,EN,FT,Program Manager,100600,USD,100600,US,0,US,M
49,2025,EN,FT,SOC Analyst,155375,USD,155375,US,0,US,M
50,2025,EN,FT,SOC Analyst,93225,USD,93225,US,0,US,M
51,2025,MI,FT,Systems Integration Engineer,186000,USD,186000,US,0,US,M
52,2025,MI,FT,Systems Integration Engineer,124000,USD,124000,US,0,US,M
53,2025,MI,FT,Manager,130000,USD,130000,US,100,US,M
54,2025,MI,FT,Manager,120000,USD,120000,US,100,US,M
55,2025,SE,FT,IT Audit Manager,175400,USD,175400,US,0,US,M
56,2025,SE,FT,IT Audit Manager,120900,USD,120900,US,0,US,M
57,2025,SE,FT,IT Audit Manager,206350,USD,206350,US,0,US,M
58,2025,SE,FT,IT Audit Manager,142200,USD,142200,US,0,US,M
59,2025,SE,FT,IT Audit Manager,206350,USD,206350,US,0,US,M
60,2025,SE,FT,IT Audit Manager,142200,USD,142200,US,0,US,M
61,2025,MI,FT,Network Engineer,170000,USD,170000,US,0,US,M
62,2025,MI,FT,Network Engineer,150000,USD,150000,US,0,US,M
63,2025,SE,FT,Software Engineer,258000,USD,258000,US,0,US,M
64,2025,SE,FT,Software Engineer,119800,USD,119800,US,0,US,M
65,2025,SE,FT,Manager,160000,USD,160000,US,100,US,M
66,2025,SE,FT,Manager,140000,USD,140000,US,100,US,M
67,2025,MI,FT,Software Engineer,215400,USD,215400,US,0,US,M
68,2025,MI,FT,Software Engineer,100600,USD,100600,US,0,US,M
69,2025,SE,FT,Automation Engineer,205200,USD,205200,US,0,US,M
70,2025,SE,FT,Automation Engineer,120800,USD,120800,US,0,US,M
71,2025,SE,FT,IT Manager,110000,USD,110000,CA,0,CA,M
72,2025,SE,FT,IT Manager,110000,USD,110000,CA,0,CA,M
73,2025,MI,FT,Cyber Security,175000,USD,175000,US,0,US,M
74,2025,MI,FT,Cyber Security,125000,USD,125000,US,0,US,M
75,2025,SE,FT,Systems Administrator,189600,USD,189600,US,0,US,M
76,2025,SE,FT,Systems Administrator,90300,USD,90300,US,0,US,M
77,2025,SE,FT,Security Analyst,147100,USD,147100,US,0,US,M
78,2025,SE,FT,Security Analyst,78700,USD,78700,US,0,US,M
79,2025,EX,FT,Information Security Officer,220000,USD,220000,US,100,US,M
80,2025,EX,FT,Information Security Officer,180000,USD,180000,US,100,US,M
81,2025,MI,FT,SOC Analyst,102600,USD,102600,US,0,US,M
82,2025,MI,FT,SOC Analyst,62200,USD,62200,US,0,US,M
83,2025,MI,FT,Analyst,197730,USD,197730,US,0,US,M
84,2025,MI,FT,Analyst,103450,USD,103450,US,0,US,M
85,2025,SE,FT,Systems Engineer,195700,USD,195700,US,0,US,M
86,2025,SE,FT,Systems Engineer,130500,USD,130500,US,0,US,M
87,2025,MI,FT,Systems Engineer,165500,USD,165500,US,0,US,M
88,2025,MI,FT,Systems Engineer,110300,USD,110300,US,0,US,M
89,2025,SE,FT,Security Engineer,165500,USD,165500,US,0,US,M
90,2025,SE,FT,Security Engineer,110300,USD,110300,US,0,US,M
91,2025,SE,FT,Systems Engineer,243700,USD,243700,US,0,US,M
92,2025,SE,FT,Systems Engineer,162500,USD,162500,US,0,US,M
93,2025,MI,FT,Systems Engineer,127400,USD,127400,US,0,US,M
94,2025,MI,FT,Systems Engineer,85000,USD,85000,US,0,US,M
95,2025,MI,FT,Systems Engineer,105500,USD,105500,US,0,US,M
96,2025,MI,FT,Systems Engineer,70300,USD,70300,US,0,US,M
97,2025,SE,FT,Security Engineer,180000,USD,180000,US,0,US,M
98,2025,SE,FT,Security Engineer,165000,USD,165000,US,0,US,M
99,2025,MI,FT,Information System Security Manager,191300,USD,191300,US,100,US,M
100,2025,MI,FT,Information System Security Manager,114700,USD,114700,US,100,US,M
101,2025,SE,FT,Systems Engineer,110000,USD,110000,US,100,US,M
102,2025,SE,FT,Systems Engineer,75000,USD,75000,US,100,US,M
103,2025,MI,FT,Systems Administrator,120000,USD,120000,US,0,US,M
104,2025,MI,FT,Systems Administrator,100000,USD,100000,US,0,US,M
105,2025,SE,FT,Manager,136800,USD,136800,US,0,US,M
106,2025,SE,FT,Manager,91200,USD,91200,US,0,US,M
107,2025,SE,FT,Systems Administrator,136800,USD,136800,US,0,US,M
108,2025,SE,FT,Systems Administrator,91200,USD,91200,US,0,US,M
109,2025,SE,FT,Customer Success Manager,203480,USD,203480,US,100,US,M
110,2025,SE,FT,Customer Success Manager,147800,USD,147800,US,100,US,M
111,2025,SE,FT,Security Engineer,135000,USD,135000,US,0,US,M
112,2025,SE,FT,Security Engineer,105000,USD,105000,US,0,US,M
113,2025,MI,FT,Security Analyst,128800,USD,128800,US,0,US,M
114,2025,MI,FT,Security Analyst,55000,USD,55000,US,0,US,M
115,2025,SE,FT,Security Analyst,189750,USD,189750,US,0,US,M
116,2025,SE,FT,Security Analyst,140250,USD,140250,US,0,US,M
117,2025,SE,FT,Security Engineer,147000,USD,147000,US,100,US,M
118,2025,SE,FT,Security Engineer,106900,USD,106900,US,100,US,M
119,2025,MI,FT,Electronic Warfare Engineer,144000,USD,144000,US,0,US,M
120,2025,MI,FT,Electronic Warfare Engineer,72000,USD,72000,US,0,US,M
121,2025,SE,FT,Electronic Warfare Engineer,118000,USD,118000,US,0,US,M
122,2025,SE,FT,Electronic Warfare Engineer,62000,USD,62000,US,0,US,M
123,2025,MI,FT,Electronic Warfare Operator,130425,USD,130425,US,0,US,M
124,2025,MI,FT,Electronic Warfare Operator,72150,USD,72150,US,0,US,M
125,2025,MI,FT,Security Consultant,73000,GBP,92405,GB,0,GB,M
126,2025,MI,FT,Security Consultant,70000,GBP,88607,GB,0,GB,M
127,2025,MI,FT,Penetration Tester,135000,USD,135000,US,0,US,M
128,2025,MI,FT,Penetration Tester,110000,USD,110000,US,0,US,M
129,2025,SE,FT,Cyber Intelligence Analyst,189175,USD,189175,US,0,US,M
130,2025,SE,FT,Cyber Intelligence Analyst,104650,USD,104650,US,0,US,M
131,2025,SE,FT,Analyst,153925,USD,153925,US,0,US,M
132,2025,SE,FT,Analyst,85150,USD,85150,US,0,US,M
133,2025,SE,FT,Isso,188000,USD,188000,US,0,US,M
134,2025,SE,FT,Isso,113000,USD,113000,US,0,US,M
135,2025,SE,FT,Manager,248000,USD,248000,US,0,US,M
136,2025,SE,FT,Manager,149000,USD,149000,US,0,US,M
137,2025,MI,FT,Network Administrator,94300,USD,94300,US,0,US,M
138,2025,MI,FT,Network Administrator,69700,USD,69700,US,0,US,M
139,2025,MI,FT,Network Administrator,94300,USD,94300,US,0,US,M
140,2025,MI,FT,Network Administrator,69700,USD,69700,US,0,US,M
141,2025,SE,FT,Analyst,87538,USD,87538,US,0,US,M
142,2025,SE,FT,Analyst,71622,USD,71622,US,0,US,M
143,2025,SE,FT,Data Scientist,247428,USD,247428,US,0,US,M
144,2025,SE,FT,Data Scientist,183498,USD,183498,US,0,US,M
145,2025,MI,FT,Data Engineer,138000,USD,138000,DE,0,DE,M
146,2025,MI,FT,Data Engineer,102000,USD,102000,DE,0,DE,M
147,2025,SE,FT,Security Specialist,172000,USD,172000,US,0,US,M
148,2025,SE,FT,Security Specialist,103200,USD,103200,US,0,US,M
149,2025,SE,FT,Security Analyst,124890,USD,124890,CA,0,CA,M
150,2025,SE,FT,Security Analyst,92310,USD,92310,CA,0,CA,M
151,2025,SE,FT,DevSecOps Engineer,279500,USD,279500,US,0,US,M
152,2025,SE,FT,DevSecOps Engineer,173000,USD,173000,US,0,US,M
153,2025,SE,FT,DevSecOps Engineer,219600,USD,219600,US,0,US,M
154,2025,SE,FT,DevSecOps Engineer,99800,USD,99800,US,0,US,M
155,2025,MI,FT,DevSecOps Engineer,176000,USD,176000,US,0,US,M
156,2025,MI,FT,DevSecOps Engineer,77600,USD,77600,US,0,US,M
157,2025,MI,FT,Security Operations Engineer,190000,USD,190000,US,0,US,M
158,2025,MI,FT,Security Operations Engineer,152000,USD,152000,US,0,US,M
159,2025,MI,FT,Security Operations Engineer,190000,USD,190000,US,0,US,M
160,2025,MI,FT,Security Operations Engineer,152000,USD,152000,US,0,US,M
161,2025,SE,FT,Security Operations Engineer,214750,USD,214750,US,100,US,M
162,2025,SE,FT,Security Operations Engineer,172000,USD,172000,US,100,US,M
163,2025,SE,FT,Security Operations Engineer,287765,USD,287765,CA,100,CA,M
164,2025,SE,FT,Security Operations Engineer,230480,USD,230480,CA,100,CA,M
165,2025,MI,FT,Security Operations Engineer,172000,USD,172000,US,100,US,M
166,2025,MI,FT,Security Operations Engineer,130000,USD,130000,US,100,US,M
167,2025,MI,FT,Analyst,143700,USD,143700,US,0,US,M
168,2025,MI,FT,Analyst,68400,USD,68400,US,0,US,M
169,2025,SE,FT,Information Security Specialist,171900,USD,171900,US,0,US,M
170,2025,SE,FT,Information Security Specialist,103200,USD,103200,US,0,US,M
171,2025,SE,FT,Information Security Specialist,174600,USD,174600,US,0,US,M
172,2025,SE,FT,Information Security Specialist,116400,USD,116400,US,0,US,M
173,2025,SE,FT,Information Security Specialist,196000,USD,196000,US,0,US,M
174,2025,SE,FT,Information Security Specialist,113000,USD,113000,US,0,US,M
175,2025,SE,FT,Security Engineer,159300,USD,159300,US,0,US,M
176,2025,SE,FT,Security Engineer,95600,USD,95600,US,0,US,M
177,2025,SE,FT,Security Researcher,295000,USD,295000,US,0,US,M
178,2025,SE,FT,Security Researcher,182000,USD,182000,US,0,US,M
179,2025,SE,FT,Vulnerability Researcher,198000,USD,198000,US,0,US,M
180,2025,SE,FT,Vulnerability Researcher,86900,USD,86900,US,0,US,M
181,2025,SE,FT,Site Reliability Engineer,225000,USD,225000,US,0,US,M
182,2025,SE,FT,Site Reliability Engineer,160000,USD,160000,US,0,US,M
183,2025,EX,FT,Information Security Manager,120000,USD,120000,US,0,US,M
184,2025,EX,FT,Information Security Manager,110000,USD,110000,US,0,US,M
185,2025,MI,FT,Compliance Manager,158100,USD,158100,US,0,US,M
186,2025,MI,FT,Compliance Manager,75200,USD,75200,US,0,US,M
187,2025,EX,FT,Compliance Officer,140004,USD,140004,US,0,US,M
188,2025,EX,FT,Compliance Officer,129996,USD,129996,US,0,US,M
189,2025,MI,FT,Project Manager,204000,USD,204000,US,0,US,M
190,2025,MI,FT,Project Manager,136000,USD,136000,US,0,US,M
191,2025,MI,FT,Manager,118000,USD,118000,US,0,US,M
192,2025,MI,FT,Manager,101000,USD,101000,US,0,US,M
193,2025,MI,FT,Product Manager,190800,USD,190800,US,100,US,M
194,2025,MI,FT,Product Manager,98700,USD,98700,US,100,US,M
195,2025,SE,FT,Network Administrator,141000,USD,141000,US,0,US,M
196,2025,SE,FT,Network Administrator,61900,USD,61900,US,0,US,M
197,2025,MI,FT,Data Engineer,141000,USD,141000,US,0,US,M
198,2025,MI,FT,Data Engineer,61900,USD,61900,US,0,US,M
199,2025,SE,FT,Solutions Architect,176000,USD,176000,US,0,US,M
200,2025,SE,FT,Solutions Architect,77600,USD,77600,US,0,US,M
201,2025,MI,FT,Manager,405000,USD,405000,US,0,US,M
202,2025,MI,FT,Manager,320000,USD,320000,US,0,US,M
203,2025,MI,FT,Security Analyst,149550,USD,149550,US,0,US,M
204,2025,MI,FT,Security Analyst,105800,USD,105800,US,0,US,M
205,2025,MI,FT,Security Analyst,95429,USD,95429,US,100,US,M
206,2025,MI,FT,Security Analyst,58240,USD,58240,US,100,US,M
207,2025,SE,FT,Security Engineer,220000,USD,220000,US,0,US,M
208,2025,SE,FT,Security Engineer,170000,USD,170000,US,0,US,M
209,2025,SE,FT,Security Engineer,122000,USD,122000,US,0,US,M
210,2025,SE,FT,Security Engineer,90000,USD,90000,US,0,US,M
211,2025,SE,FT,Manager,216000,USD,216000,CA,0,CA,M
212,2025,SE,FT,Manager,144000,USD,144000,CA,0,CA,M
213,2025,SE,FT,Consultant,218500,USD,218500,US,0,US,M
214,2025,SE,FT,Consultant,104800,USD,104800,US,0,US,M
215,2025,SE,FT,Security Specialist,155000,USD,155000,US,0,US,M
216,2025,SE,FT,Security Specialist,95000,USD,95000,US,0,US,M
217,2025,SE,FT,Consultant,218500,USD,218500,US,0,US,M
218,2025,SE,FT,Consultant,104800,USD,104800,US,0,US,M
219,2025,SE,FT,Consultant,132000,USD,132000,CA,0,CA,M
220,2025,SE,FT,Consultant,88000,USD,88000,CA,0,CA,M
221,2025,SE,FT,Security Operations Lead,270000,USD,270000,US,0,US,M
222,2025,SE,FT,Security Operations Lead,230000,USD,230000,US,0,US,M
223,2025,SE,FT,Security Architect,190100,USD,190100,US,100,US,M
224,2025,SE,FT,Security Architect,152000,USD,152000,US,100,US,M
225,2025,SE,FT,Security Architect,160000,USD,160000,US,0,US,M
226,2025,SE,FT,Security Architect,145000,USD,145000,US,0,US,M
227,2025,MI,FT,Reverse Engineer,196000,USD,196000,US,0,US,M
228,2025,MI,FT,Reverse Engineer,185000,USD,185000,US,0,US,M
229,2025,SE,FT,Security Specialist,97101,USD,97101,US,0,US,M
230,2025,SE,FT,Security Specialist,92287,USD,92287,US,0,US,M
231,2025,EN,FT,Security Controls Assessor,94000,USD,94000,US,100,US,M
232,2025,EN,FT,Security Controls Assessor,80000,USD,80000,US,100,US,M
233,2025,SE,FT,Security Engineer,155000,USD,155000,US,0,US,M
234,2025,SE,FT,Security Engineer,135000,USD,135000,US,0,US,M
235,2025,SE,FT,Security Engineer,238520,USD,238520,US,0,US,M
236,2025,SE,FT,Security Engineer,192890,USD,192890,US,0,US,M
237,2025,SE,FT,Security Engineer,162000,USD,162000,US,100,US,M
238,2025,SE,FT,Security Engineer,108000,USD,108000,US,100,US,M
239,2025,MI,FT,Security Engineer,120000,USD,120000,US,0,US,M
240,2025,MI,FT,Security Engineer,90000,USD,90000,US,0,US,M
241,2025,SE,FT,Security Engineer,320000,USD,320000,US,0,US,M
242,2025,SE,FT,Security Engineer,280000,USD,280000,US,0,US,M
243,2025,MI,FT,Security Engineer,170000,USD,170000,US,0,US,M
244,2025,MI,FT,Security Engineer,150000,USD,150000,US,0,US,M
245,2025,SE,FT,Security Engineer,150400,USD,150400,US,0,US,M
246,2025,SE,FT,Security Engineer,100200,USD,100200,US,0,US,M
247,2025,SE,FT,Security Engineer,155000,USD,155000,US,100,US,M
248,2025,SE,FT,Security Engineer,125000,USD,125000,US,100,US,M
249,2025,MI,FT,Security Engineer,107401,USD,107401,US,0,US,M
250,2025,MI,FT,Security Engineer,73798,USD,73798,US,0,US,M
251,2025,MI,FT,Manager,186277,USD,186277,US,0,US,M
252,2025,MI,FT,Manager,110214,USD,110214,US,0,US,M
253,2025,SE,FT,DevSecOps Engineer,141721,USD,141721,US,100,US,M
254,2025,SE,FT,DevSecOps Engineer,85032,USD,85032,US,100,US,M
255,2025,SE,FT,Software Developer,217400,USD,217400,US,0,US,M
256,2025,SE,FT,Software Developer,120800,USD,120800,US,0,US,M
257,2025,SE,FT,Security Analyst,126720,USD,126720,US,100,US,M
258,2025,SE,FT,Security Analyst,101420,USD,101420,US,100,US,M
259,2025,MI,FT,Cyber Security Manager,150000,USD,150000,US,0,US,M
260,2025,MI,FT,Cyber Security Manager,130000,USD,130000,US,0,US,M
261,2025,MI,FT,Analyst,128000,USD,128000,US,0,US,M
262,2025,MI,FT,Analyst,80000,USD,80000,US,0,US,M
263,2025,MI,FT,Analyst,128000,USD,128000,US,0,US,M
264,2025,MI,FT,Analyst,80000,USD,80000,US,0,US,M
265,2025,MI,FT,Cyber Threat Analyst,70000,USD,70000,US,0,US,M
266,2025,MI,FT,Cyber Threat Analyst,70000,USD,70000,US,0,US,M
267,2025,SE,FT,Cyber Security,161000,USD,161000,US,0,US,M
268,2025,SE,FT,Cyber Security,126000,USD,126000,US,0,US,M
269,2025,EX,FT,Software Engineer,291800,USD,291800,US,0,US,M
270,2025,EX,FT,Software Engineer,122500,USD,122500,US,0,US,M
271,2025,SE,FT,Vulnerability Researcher,217400,USD,217400,US,100,US,M
272,2025,SE,FT,Vulnerability Researcher,120800,USD,120800,US,100,US,M
273,2025,SE,FT,Compliance Manager,176800,USD,176800,US,0,US,M
274,2025,SE,FT,Compliance Manager,102800,USD,102800,US,0,US,M
275,2025,MI,FT,Security Analyst,75000,USD,75000,US,0,US,M
276,2025,MI,FT,Security Analyst,53344,USD,53344,US,0,US,M
277,2025,MI,FT,Software Engineer,490000,USD,490000,US,0,US,M
278,2025,MI,FT,Software Engineer,325000,USD,325000,US,0,US,M
279,2025,MI,FT,Threat Intelligence Analyst,192000,USD,192000,US,100,US,M
280,2025,MI,FT,Threat Intelligence Analyst,130600,USD,130600,US,100,US,M
281,2025,EX,FT,Threat Hunter,330000,USD,330000,US,0,US,M
282,2025,EX,FT,Threat Hunter,310000,USD,310000,US,0,US,M
283,2025,SE,FT,Threat Hunter,270000,USD,270000,US,0,US,M
284,2025,SE,FT,Threat Hunter,250000,USD,250000,US,0,US,M
285,2025,SE,FT,Threat Hunter,245000,USD,245000,US,0,US,M
286,2025,SE,FT,Threat Hunter,235000,USD,235000,US,0,US,M
287,2025,SE,FT,Network Engineer,192000,USD,192000,US,0,US,M
288,2025,SE,FT,Network Engineer,175000,USD,175000,US,0,US,M
289,2025,MI,FT,Analyst,60000,USD,60000,US,0,US,M
290,2025,MI,FT,Analyst,60000,USD,60000,US,0,US,M
291,2025,MI,FT,Analyst,64000,USD,64000,US,0,US,M
292,2025,MI,FT,Analyst,64000,USD,64000,US,0,US,M
293,2025,MI,FT,Network Engineer,115000,USD,115000,US,0,US,M
294,2025,MI,FT,Network Engineer,78897,USD,78897,US,0,US,M
295,2025,SE,FT,Software Developer,260000,USD,260000,US,0,US,M
296,2025,SE,FT,Software Developer,245000,USD,245000,US,0,US,M
297,2025,SE,FT,Data Engineer,215000,USD,215000,US,0,US,M
298,2025,SE,FT,Data Engineer,195000,USD,195000,US,0,US,M
299,2025,SE,FT,Technical Writer,144000,USD,144000,US,0,US,M
300,2025,SE,FT,Technical Writer,125000,USD,125000,US,0,US,M
301,2025,MI,FT,Software Engineer,135000,USD,135000,US,0,US,M
302,2025,MI,FT,Software Engineer,100000,USD,100000,US,0,US,M
303,2025,SE,FT,Solutions Architect,319000,USD,319000,US,0,US,M
304,2025,SE,FT,Solutions Architect,204000,USD,204000,US,0,US,M
305,2025,SE,FT,Security Engineer,220000,USD,220000,US,0,US,M
306,2025,SE,FT,Security Engineer,140000,USD,140000,US,0,US,M
307,2025,MI,FT,Systems Administrator,86814,USD,86814,US,0,US,M
308,2025,MI,FT,Systems Administrator,60770,USD,60770,US,0,US,M
309,2025,SE,FT,Systems Engineer,226700,USD,226700,US,0,US,M
310,2025,SE,FT,Systems Engineer,121400,USD,121400,US,0,US,M
311,2025,SE,FT,Security Specialist,120000,USD,120000,US,0,US,M
312,2025,SE,FT,Security Specialist,90000,USD,90000,US,0,US,M
313,2025,SE,FT,Program Manager,158250,USD,158250,US,0,US,M
314,2025,SE,FT,Program Manager,104800,USD,104800,US,0,US,M
315,2025,SE,FT,Security Analyst,165500,USD,165500,US,0,US,M
316,2025,SE,FT,Security Analyst,110300,USD,110300,US,0,US,M
317,2025,SE,FT,Manager,173250,USD,173250,US,0,US,M
318,2025,SE,FT,Manager,100500,USD,100500,US,0,US,M
319,2025,SE,FT,Cyber Security Specialist,130000,USD,130000,US,0,US,M
320,2025,SE,FT,Cyber Security Specialist,120000,USD,120000,US,0,US,M
321,2025,EN,FT,Security Analyst,28000,GBP,35443,GB,0,GB,M
322,2025,EN,FT,Security Analyst,28000,GBP,35443,GB,0,GB,M
323,2025,SE,FT,Security Analyst,95460,USD,95460,CA,0,CA,M
324,2025,SE,FT,Security Analyst,74500,USD,74500,CA,0,CA,M
325,2025,SE,FT,Manager,302400,USD,302400,US,0,US,M
326,2025,SE,FT,Manager,133500,USD,133500,US,0,US,M
327,2025,SE,FT,Cyber Security,165500,USD,165500,US,0,US,M
328,2025,SE,FT,Cyber Security,110300,USD,110300,US,0,US,M
329,2025,MI,FT,Red Team Operator,147200,USD,147200,US,0,US,M
330,2025,MI,FT,Red Team Operator,117000,USD,117000,US,0,US,M
331,2025,SE,FT,Security Analyst,118100,USD,118100,US,0,US,M
332,2025,SE,FT,Security Analyst,78700,USD,78700,US,0,US,M
333,2025,SE,FT,Security Engineer,185000,USD,185000,US,100,US,M
334,2025,SE,FT,Security Engineer,126000,USD,126000,US,100,US,M
335,2025,MI,FT,Security Engineer,150000,USD,150000,US,0,US,M
336,2025,MI,FT,Security Engineer,90000,USD,90000,US,0,US,M
337,2025,SE,FT,GRC Analyst,155000,USD,155000,US,0,US,M
338,2025,SE,FT,GRC Analyst,112000,USD,112000,US,0,US,M
339,2025,MI,FT,DevSecOps,130000,USD,130000,US,0,US,M
340,2025,MI,FT,DevSecOps,120000,USD,120000,US,0,US,M
341,2025,MI,FT,DevSecOps,40000,EUR,42105,FR,0,FR,M
342,2025,MI,FT,DevSecOps,32000,EUR,33684,FR,0,FR,M
343,2025,SE,FT,Software Engineer,168870,USD,168870,US,0,US,M
344,2025,SE,FT,Software Engineer,112580,USD,112580,US,0,US,M
345,2025,EN,FT,Internal Auditor,109000,USD,109000,US,0,US,M
346,2025,EN,FT,Internal Auditor,80000,USD,80000,US,0,US,M
347,2025,EN,FT,Internal Auditor,118000,USD,118000,US,0,US,M
348,2025,EN,FT,Internal Auditor,83640,USD,83640,US,0,US,M
349,2025,SE,FT,Network Engineer,150500,USD,150500,US,0,US,M
350,2025,SE,FT,Network Engineer,81300,USD,81300,US,0,US,M
351,2025,SE,FT,Consultant,201800,USD,201800,US,0,US,M
352,2025,SE,FT,Consultant,30000,USD,30000,US,0,US,M
353,2025,SE,FT,Software Engineer,213100,USD,213100,US,0,US,M
354,2025,SE,FT,Software Engineer,124300,USD,124300,US,0,US,M
355,2025,SE,FT,Security Analyst,179000,USD,179000,US,100,US,M
356,2025,SE,FT,Security Analyst,100000,USD,100000,US,100,US,M
357,2025,SE,FT,Security Engineer,218500,USD,218500,US,0,US,M
358,2025,SE,FT,Security Engineer,161500,USD,161500,US,0,US,M
359,2025,SE,FT,Security Engineer,197295,USD,197295,US,0,US,M
360,2025,SE,FT,Security Engineer,143487,USD,143487,US,0,US,M
361,2025,SE,FT,Security Engineer,177600,USD,177600,US,0,US,M
362,2025,SE,FT,Security Engineer,126400,USD,126400,US,0,US,M
363,2025,SE,FT,Security Engineer,250000,USD,250000,US,0,US,M
364,2025,SE,FT,Security Engineer,124000,USD,124000,US,0,US,M
365,2025,MI,FT,Security Engineer,111100,USD,111100,US,0,US,M
366,2025,MI,FT,Security Engineer,82900,USD,82900,US,0,US,M
367,2025,EN,FT,Security Analyst,71875,USD,71875,US,0,US,M
368,2025,EN,FT,Security Analyst,56680,USD,56680,US,0,US,M
369,2025,MI,FT,Security Analyst,117000,USD,117000,US,100,US,M
370,2025,MI,FT,Security Analyst,93000,USD,93000,US,100,US,M
371,2025,SE,FT,Security Architect,196200,USD,196200,US,0,US,M
372,2025,SE,FT,Security Architect,98100,USD,98100,US,0,US,M
373,2025,SE,FT,Software Engineer,161000,USD,161000,US,0,US,M
374,2025,SE,FT,Software Engineer,125000,USD,125000,US,0,US,M
375,2025,SE,FT,InfoSec Engineer,169100,USD,169100,US,100,US,M
376,2025,SE,FT,InfoSec Engineer,80500,USD,80500,US,100,US,M
377,2025,MI,FT,Security Operations Specialist,105000,USD,105000,US,0,US,M
378,2025,MI,FT,Security Operations Specialist,85000,USD,85000,US,0,US,M
379,2025,SE,FT,Analyst,130425,USD,130425,US,0,US,M
380,2025,SE,FT,Analyst,72150,USD,72150,US,0,US,M
381,2025,MI,FT,Compliance Analyst,126000,USD,126000,US,100,US,M
382,2025,MI,FT,Compliance Analyst,78000,USD,78000,US,100,US,M
383,2025,SE,FT,Analyst,155250,USD,155250,US,0,US,M
384,2025,SE,FT,Analyst,114750,USD,114750,US,0,US,M
385,2025,MI,FT,Systems Administrator,189175,USD,189175,US,0,US,M
386,2025,MI,FT,Systems Administrator,104650,USD,104650,US,0,US,M
387,2025,MI,FT,Systems Engineer,142000,USD,142000,US,0,US,M
388,2025,MI,FT,Systems Engineer,113000,USD,113000,US,0,US,M
389,2025,MI,FT,Analyst,95450,USD,95450,US,0,US,M
390,2025,MI,FT,Analyst,72509,USD,72509,US,0,US,M
