,work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
908,2025,SE,FT,Cyber Engineer,161000,USD,161000,US,100,US,M
909,2025,MI,FT,Systems Engineer,198000,USD,198000,US,0,US,M
910,2025,MI,FT,Systems Engineer,86800,USD,86800,US,0,US,M
911,2025,MI,FT,Manager,153000,USD,153000,US,0,US,M
912,2025,MI,FT,Manager,89000,USD,89000,US,0,US,M
913,2025,SE,FT,Program Manager,170000,USD,170000,US,100,US,M
914,2025,SE,FT,Program Manager,146000,USD,146000,US,100,US,M
915,2025,MI,FT,Technical Support Engineer,105000,USD,105000,US,100,US,M
916,2025,MI,FT,Technical Support Engineer,90000,USD,90000,US,100,US,M
917,2025,SE,FT,IT Auditor,95000,USD,95000,US,100,US,M
918,2025,SE,FT,IT Auditor,85000,USD,85000,US,100,US,M
919,2025,SE,FT,Manager,174980,USD,174980,CA,0,CA,M
920,2025,SE,FT,Manager,94220,USD,94220,CA,0,CA,M
921,2025,MI,FT,Software Engineer,174099,USD,174099,US,100,US,M
922,2025,MI,FT,Software Engineer,142600,USD,142600,US,100,US,M
923,2025,SE,FT,Sales Engineer,221250,USD,221250,US,100,US,M
924,2025,SE,FT,Sales Engineer,154875,USD,154875,US,100,US,M
925,2025,SE,FT,Product Manager,200000,USD,200000,US,100,US,M
926,2025,SE,FT,Product Manager,135000,USD,135000,US,100,US,M
927,2025,MI,FT,Program Manager,271000,USD,271000,US,0,US,M
928,2025,MI,FT,Program Manager,183000,USD,183000,US,0,US,M
929,2025,MI,FT,Incident Response Specialist,147200,USD,147200,US,0,US,M
930,2025,MI,FT,Incident Response Specialist,108800,USD,108800,US,0,US,M
931,2025,SE,FT,Security Engineer,90000,EUR,94736,DE,0,DE,M
932,2025,SE,FT,Security Engineer,66400,EUR,69894,DE,0,DE,M
933,2025,SE,FT,Security Operations Specialist,115000,USD,115000,US,0,US,M
934,2025,SE,FT,Security Operations Specialist,86000,USD,86000,US,0,US,M
935,2025,MI,FT,Analyst,98367,CAD,70262,CA,0,CA,M
936,2025,MI,FT,Analyst,55086,CAD,39347,CA,0,CA,M
937,2025,EN,FT,Information Security Officer,76800,EUR,80842,NL,0,NL,M
938,2025,EN,FT,Information Security Officer,48360,EUR,50905,NL,0,NL,M
939,2025,MI,FT,Security Engineer,130000,USD,130000,US,0,US,M
940,2025,MI,FT,Security Engineer,80000,USD,80000,US,0,US,M
941,2025,SE,FT,Security Analyst,206000,USD,206000,US,0,US,M
942,2025,SE,FT,Security Analyst,119000,USD,119000,US,0,US,M
943,2025,EX,FT,Head of Information Security,99000,GBP,125316,GB,0,GB,M
944,2025,EX,FT,Head of Information Security,95000,GBP,120253,GB,0,GB,M
945,2025,MI,FT,Information Security Officer,125000,USD,125000,US,0,US,M
946,2025,MI,FT,Information Security Officer,85000,USD,85000,US,0,US,M
947,2025,MI,FT,Security Analyst,131000,USD,131000,US,0,US,M
948,2025,MI,FT,Security Analyst,73000,USD,73000,US,0,US,M
949,2025,SE,PT,Incident Responder,232000,USD,232000,US,0,US,M
950,2025,SE,PT,Incident Responder,220000,USD,220000,US,0,US,M
951,2025,MI,FT,Splunk Administrator,153925,USD,153925,US,0,US,M
952,2025,MI,FT,Splunk Administrator,85150,USD,85150,US,0,US,M
953,2025,SE,FT,Cloud Engineer,212400,USD,212400,US,0,US,M
954,2025,SE,FT,Cloud Engineer,144200,USD,144200,US,0,US,M
955,2025,MI,FT,Data Analyst,162150,USD,162150,US,0,US,M
956,2025,MI,FT,Data Analyst,89700,USD,89700,US,0,US,M
957,2025,MI,FT,Program Manager,227950,USD,227950,US,0,US,M
958,2025,MI,FT,Program Manager,126100,USD,126100,US,0,US,M
959,2025,SE,FT,Network Architect,158000,USD,158000,US,0,US,M
960,2025,SE,FT,Network Architect,105400,USD,105400,US,0,US,M
961,2025,MI,FT,Security Analyst,164000,USD,164000,US,0,US,M
962,2025,MI,FT,Security Analyst,82000,USD,82000,US,0,US,M
963,2025,MI,FT,Security Analyst,128800,USD,128800,US,0,US,M
964,2025,MI,FT,Security Analyst,55000,USD,55000,US,0,US,M
965,2025,MI,FT,Security Analyst,150200,USD,150200,US,0,US,M
966,2025,MI,FT,Security Analyst,71500,USD,71500,US,0,US,M
967,2025,MI,FT,Security Analyst,149200,USD,149200,US,0,US,M
968,2025,MI,FT,Security Analyst,72700,USD,72700,US,0,US,M
969,2025,SE,FT,Security Engineer,250000,USD,250000,US,0,US,M
970,2025,SE,FT,Security Engineer,124000,USD,124000,US,0,US,M
971,2025,SE,FT,Security Engineer,250000,USD,250000,US,0,US,M
972,2025,SE,FT,Security Engineer,124000,USD,124000,US,0,US,M
973,2025,MI,FT,Incident Response Engineer,140000,USD,140000,US,0,US,M
974,2025,MI,FT,Incident Response Engineer,130000,USD,130000,US,0,US,M
975,2025,MI,FT,Security Engineer,94861,USD,94861,US,0,US,M
976,2025,MI,FT,Security Engineer,79883,USD,79883,US,0,US,M
977,2025,EX,FT,Security Engineer,270000,USD,270000,US,0,US,M
978,2025,EX,FT,Security Engineer,240000,USD,240000,US,0,US,M
979,2025,SE,FT,Security Engineer,143100,USD,143100,US,100,US,M
980,2025,SE,FT,Security Engineer,69800,USD,69800,US,100,US,M
981,2025,SE,FT,Security Control Assessor,185000,USD,185000,US,0,US,M
982,2025,SE,FT,Security Control Assessor,160000,USD,160000,US,0,US,M
983,2025,SE,FT,DevSecOps Engineer,252100,USD,252100,US,0,US,M
984,2025,SE,FT,DevSecOps Engineer,114600,USD,114600,US,0,US,M
985,2025,EX,FT,Privacy Officer,396890,USD,396890,US,0,US,M
986,2025,EX,FT,Privacy Officer,185500,USD,185500,US,0,US,M
987,2025,SE,FT,Systems Engineer,164000,USD,164000,US,0,US,M
988,2025,SE,FT,Systems Engineer,82000,USD,82000,US,0,US,M
989,2025,MI,FT,Manager,128000,USD,128000,CA,0,CA,M
990,2025,MI,FT,Manager,78000,USD,78000,CA,0,CA,M
991,2025,SE,FT,Systems Engineer,203000,USD,203000,US,0,US,M
992,2025,SE,FT,Systems Engineer,101000,USD,101000,US,0,US,M
993,2025,SE,FT,Information Security Officer,300000,USD,300000,US,0,US,M
994,2025,SE,FT,Information Security Officer,170000,USD,170000,US,0,US,M
995,2025,SE,FT,Network Administrator,131100,USD,131100,US,0,US,M
996,2025,SE,FT,Network Administrator,96900,USD,96900,US,0,US,M
997,2025,SE,FT,Technical Support Engineer,125000,USD,125000,US,0,US,M
998,2025,SE,FT,Technical Support Engineer,100000,USD,100000,US,0,US,M
999,2025,SE,FT,Software Engineer,208150,USD,208150,US,0,US,M
1000,2025,SE,FT,Software Engineer,153850,USD,153850,US,0,US,M
1001,2025,SE,FT,Full Stack Developer,184113,USD,184113,US,0,US,M
1002,2025,SE,FT,Full Stack Developer,136083,USD,136083,US,0,US,M
1003,2025,SE,FT,Software Engineer,155250,USD,155250,US,0,US,M
1004,2025,SE,FT,Software Engineer,114750,USD,114750,US,0,US,M
1005,2025,SE,FT,Systems Administrator,97750,USD,97750,US,0,US,M
1006,2025,SE,FT,Systems Administrator,83429,USD,83429,US,0,US,M
1007,2025,MI,FT,Network Engineer,138000,USD,138000,US,0,US,M
1008,2025,MI,FT,Network Engineer,102000,USD,102000,US,0,US,M
1009,2025,MI,FT,Analyst,103500,USD,103500,US,0,US,M
1010,2025,MI,FT,Analyst,83429,USD,83429,US,0,US,M
1011,2025,SE,FT,Solutions Architect,190137,USD,190137,US,100,US,M
1012,2025,SE,FT,Solutions Architect,129639,USD,129639,US,100,US,M
1013,2025,MI,FT,Software Engineer,170000,USD,170000,US,0,US,M
1014,2025,MI,FT,Software Engineer,120000,USD,120000,US,0,US,M
1015,2025,MI,FT,Software Engineer,147200,USD,147200,US,0,US,M
1016,2025,MI,FT,Software Engineer,117760,USD,117760,US,0,US,M
1017,2025,MI,FT,Software Engineer,160000,USD,160000,US,0,US,M
1018,2025,MI,FT,Software Engineer,128000,USD,128000,US,0,US,M
1019,2025,SE,FT,Security Architect,198000,USD,198000,US,0,US,M
1020,2025,SE,FT,Security Architect,86800,USD,86800,US,0,US,M
1021,2025,SE,FT,Security Engineer,176000,USD,176000,US,0,US,M
1022,2025,SE,FT,Security Engineer,77600,USD,77600,US,0,US,M
1023,2025,MI,FT,DevSecOps Engineer,220000,USD,220000,US,0,US,M
1024,2025,MI,FT,DevSecOps Engineer,140000,USD,140000,US,0,US,M
1025,2025,MI,FT,Software Engineer,220000,USD,220000,US,0,US,M
1026,2025,MI,FT,Software Engineer,140000,USD,140000,US,0,US,M
1027,2025,MI,FT,DevSecOps Engineer,216700,USD,216700,US,0,US,M
1028,2025,MI,FT,DevSecOps Engineer,178069,USD,178069,US,0,US,M
1029,2025,SE,FT,Red Team Engineer,245700,USD,245700,US,100,US,M
1030,2025,SE,FT,Red Team Engineer,140100,USD,140100,US,100,US,M
1031,2025,EN,FT,Red Team Operator,141000,USD,141000,US,0,US,M
1032,2025,EN,FT,Red Team Operator,62000,USD,62000,US,0,US,M
1033,2025,MI,FT,Security Analyst,198000,USD,198000,US,0,US,M
1034,2025,MI,FT,Security Analyst,86800,USD,86800,US,0,US,M
1035,2025,MI,FT,Compliance Analyst,106230,USD,106230,US,0,US,M
1036,2025,MI,FT,Compliance Analyst,75210,USD,75210,US,0,US,M
1037,2025,SE,FT,Reverse Engineer,205999,USD,205999,US,0,US,M
1038,2025,SE,FT,Reverse Engineer,137333,USD,137333,US,0,US,M
1039,2025,MI,FT,Software Engineer,114600,USD,114600,US,0,US,M
1040,2025,MI,FT,Software Engineer,108600,USD,108600,US,0,US,M
1041,2025,SE,FT,Security Engineer,136800,USD,136800,CA,0,CA,M
1042,2025,SE,FT,Security Engineer,91200,USD,91200,CA,0,CA,M
1043,2025,SE,FT,Analyst,198000,USD,198000,US,0,US,M
1044,2025,SE,FT,Analyst,86800,USD,86800,US,0,US,M
1045,2025,SE,FT,Test Engineer,237500,USD,237500,US,0,US,M
1046,2025,SE,FT,Test Engineer,147000,USD,147000,US,0,US,M
1047,2025,SE,FT,Security Architect,185000,USD,185000,US,0,US,L
1048,2025,SE,FT,Security Architect,86900,USD,86900,US,0,US,L
1049,2025,SE,FT,Software Engineer,130000,USD,130000,US,0,US,M
1050,2025,SE,FT,Software Engineer,99000,USD,99000,US,0,US,M
1051,2025,SE,FT,Sales Engineer,227000,USD,227000,US,100,US,M
1052,2025,SE,FT,Sales Engineer,186000,USD,186000,US,100,US,M
1053,2025,SE,FT,Systems Administrator,183000,USD,183000,US,0,US,M
1054,2025,SE,FT,Systems Administrator,122000,USD,122000,US,0,US,M
1055,2025,SE,FT,Solutions Engineer,154000,USD,154000,US,0,US,M
1056,2025,SE,FT,Solutions Engineer,112000,USD,112000,US,0,US,M
1057,2025,MI,FT,Product Owner,150000,USD,150000,US,0,US,M
1058,2025,MI,FT,Product Owner,150000,USD,150000,US,0,US,M
1059,2025,EX,FT,Systems Engineer,150000,USD,150000,US,0,US,M
1060,2025,EX,FT,Systems Engineer,150000,USD,150000,US,0,US,M
1061,2025,SE,FT,Manager,207680,USD,207680,US,0,US,M
1062,2025,SE,FT,Manager,109410,USD,109410,US,0,US,M
1063,2025,MI,FT,Technical Account Manager,169840,USD,169840,US,0,US,M
1064,2025,MI,FT,Technical Account Manager,90580,USD,90580,US,0,US,M
1065,2025,SE,FT,Network Engineer,189299,USD,189299,US,100,US,M
1066,2025,SE,FT,Network Engineer,146400,USD,146400,US,100,US,M
1067,2025,MI,FT,Security Specialist,148786,USD,148786,US,0,US,M
1068,2025,MI,FT,Security Specialist,94203,USD,94203,US,0,US,M
1069,2025,MI,FT,Security Specialist,132513,USD,132513,US,0,US,M
1070,2025,MI,FT,Security Specialist,83902,USD,83902,US,0,US,M
1071,2025,EN,FT,Analyst,163800,USD,163800,US,0,US,M
1072,2025,EN,FT,Analyst,78000,USD,78000,US,0,US,M
1073,2025,SE,FT,Consultant,160000,USD,160000,US,100,US,M
1074,2025,SE,FT,Consultant,105000,USD,105000,US,100,US,M
1075,2025,SE,CT,Security Analyst,115000,USD,115000,US,0,US,M
1076,2025,SE,CT,Security Analyst,81401,USD,81401,US,0,US,M
1077,2025,SE,CT,Security Analyst,105000,USD,105000,US,0,US,M
1078,2025,SE,CT,Security Analyst,65305,USD,65305,US,0,US,M
1079,2025,SE,CT,Security Analyst,115000,USD,115000,US,0,US,M
1080,2025,SE,CT,Security Analyst,72179,USD,72179,US,0,US,M
1081,2025,SE,CT,Security Analyst,115000,USD,115000,US,0,US,M
1082,2025,SE,CT,Security Analyst,72179,USD,72179,US,0,US,M
1083,2025,SE,CT,Security Analyst,107000,USD,107000,US,0,US,M
1084,2025,SE,CT,Security Analyst,65305,USD,65305,US,0,US,M
1085,2025,MI,FT,Program Manager,168000,USD,168000,US,100,US,M
1086,2025,MI,FT,Program Manager,137700,USD,137700,US,100,US,M
1087,2025,EX,FT,CISO,350000,AUD,227272,AU,0,AU,L
1088,2025,MI,FT,Cryptologic Cyber Planner 3,185000,USD,185000,US,0,US,M
1089,2025,MI,FT,Cryptologic Cyber Planner 3,135000,USD,135000,US,0,US,M
1090,2025,MI,FT,Security Engineer,125000,USD,125000,US,0,US,M
1091,2025,MI,FT,Security Engineer,115000,USD,115000,US,0,US,M
1092,2025,SE,FT,Detection Engineer,252900,USD,252900,US,0,US,M
1093,2025,SE,FT,Detection Engineer,133100,USD,133100,US,0,US,M
1094,2025,MI,FT,Security Analyst,70380,USD,70380,US,0,US,M
1095,2025,MI,FT,Security Analyst,60580,USD,60580,US,0,US,M
1096,2025,SE,FT,Security Analyst,130600,USD,130600,US,0,US,M
1097,2025,SE,FT,Security Analyst,70600,USD,70600,US,0,US,M
1098,2025,MI,FT,Security Engineer,90000,USD,90000,US,0,US,M
1099,2025,MI,FT,Security Engineer,75000,USD,75000,US,0,US,M
1100,2025,MI,FT,Security Engineer,170000,USD,170000,US,0,US,M
1101,2025,MI,FT,Security Engineer,150000,USD,150000,US,0,US,M
1102,2025,EX,FT,Director of Information Security,110000,GBP,139240,GB,0,GB,M
1103,2025,EX,FT,Director of Information Security,80000,GBP,101265,GB,0,GB,M
1104,2025,SE,FT,Security Consultant,170000,USD,170000,US,100,US,M
1105,2025,SE,FT,Security Consultant,145000,USD,145000,US,100,US,M
1106,2025,SE,FT,Security Engineer,300000,USD,300000,US,0,US,M
1107,2025,SE,FT,Security Engineer,225000,USD,225000,US,0,US,M
1108,2025,MI,FT,Security Engineer,155445,USD,155445,US,0,US,M
1109,2025,MI,FT,Security Engineer,97153,USD,97153,US,0,US,M
1110,2025,MI,FT,Security Administrator,100000,USD,100000,US,100,US,M
1111,2025,MI,FT,Security Administrator,75000,USD,75000,US,100,US,M
1112,2025,SE,FT,Security Operations Analyst,198000,USD,198000,US,0,US,M
1113,2025,SE,FT,Security Operations Analyst,86800,USD,86800,US,0,US,M
1114,2025,MI,FT,IAM Administrator,90000,USD,90000,US,0,US,M
1115,2025,MI,FT,IAM Administrator,72000,USD,72000,US,0,US,M
1116,2025,MI,FT,Analyst,70000,EUR,73684,ES,0,ES,M
1117,2025,MI,FT,Analyst,42000,EUR,44210,ES,0,ES,M
1118,2025,EN,FT,SOC Analyst,68640,USD,68640,US,0,US,M
1119,2025,EN,FT,SOC Analyst,68640,USD,68640,US,0,US,M
1120,2025,MI,FT,Manager,297200,USD,297200,US,0,US,M
1121,2025,MI,FT,Manager,142600,USD,142600,US,0,US,M
1122,2025,MI,FT,Consultant,119900,USD,119900,US,100,US,M
1123,2025,MI,FT,Consultant,94000,USD,94000,US,100,US,M
1124,2025,MI,FT,Systems Engineer,117409,USD,117409,US,0,US,M
1125,2025,MI,FT,Systems Engineer,107571,USD,107571,US,0,US,M
1126,2025,MI,FT,IT Audit Manager,168000,USD,168000,US,0,US,M
1127,2025,MI,FT,IT Audit Manager,76800,USD,76800,US,0,US,M
1128,2025,SE,FT,Systems Engineer,125000,USD,125000,US,0,US,M
1129,2025,SE,FT,Systems Engineer,125000,USD,125000,US,0,US,M
1130,2025,SE,FT,Software Developer,180000,USD,180000,US,0,US,M
1131,2025,SE,FT,Software Developer,130000,USD,130000,US,0,US,M
1132,2025,EX,FT,Account Executive,114400,USD,114400,US,0,US,M
1133,2025,EX,FT,Account Executive,83200,USD,83200,US,0,US,M
1134,2025,SE,FT,Security Specialist,91000,USD,91000,US,0,US,M
1135,2025,SE,FT,Security Specialist,65000,USD,65000,US,0,US,M
1136,2025,MI,FT,Security Specialist,107000,USD,107000,US,0,US,M
1137,2025,MI,FT,Security Specialist,75000,USD,75000,US,0,US,M
1138,2025,SE,FT,Security Operations Engineer,86000,EUR,90526,AT,0,AT,M
1139,2025,SE,FT,Security Operations Engineer,65000,EUR,68421,AT,0,AT,M
1140,2025,SE,FT,Manager,237200,USD,237200,US,100,US,M
1141,2025,SE,FT,Manager,145400,USD,145400,US,100,US,M
1142,2025,SE,FT,Security Engineer,300000,USD,300000,US,0,US,M
1143,2025,SE,FT,Security Engineer,144400,USD,144400,US,0,US,M
1144,2025,SE,FT,Security Engineer,312000,USD,312000,US,0,US,M
1145,2025,SE,FT,Security Engineer,234000,USD,234000,US,0,US,M
1146,2025,SE,FT,Security Engineer,225000,USD,225000,US,100,US,M
1147,2025,SE,FT,Security Engineer,175000,USD,175000,US,100,US,M
1148,2025,MI,FT,DevSecOps Engineer,146000,USD,146000,US,0,US,M
1149,2025,MI,FT,DevSecOps Engineer,82000,USD,82000,US,0,US,M
1150,2025,MI,FT,Analyst,153925,USD,153925,US,0,US,M
1151,2025,MI,FT,Analyst,85150,USD,85150,US,0,US,M
1152,2025,SE,FT,Backend Engineer,215000,USD,215000,US,100,US,M
1153,2025,SE,FT,Backend Engineer,135000,USD,135000,US,100,US,M
1154,2025,SE,FT,IT Auditor,144400,USD,144400,US,0,US,M
1155,2025,SE,FT,IT Auditor,86600,USD,86600,US,0,US,M
1156,2025,MI,FT,Identity Engineer,165550,USD,165550,US,0,US,M
1157,2025,MI,FT,Identity Engineer,117270,USD,117270,US,0,US,M
1158,2025,MI,FT,Consultant,59000,EUR,62105,AT,0,AT,M
1159,2025,MI,FT,Consultant,54000,EUR,56842,AT,0,AT,M
1160,2025,MI,FT,IT Audit Manager,156000,USD,156000,US,100,US,M
1161,2025,MI,FT,IT Audit Manager,104000,USD,104000,US,100,US,M
1162,2025,SE,FT,Test Engineer,150000,USD,150000,US,100,US,M
1163,2025,SE,FT,Test Engineer,115000,USD,115000,US,100,US,M
1164,2025,MI,FT,Intelligence Analyst,237100,USD,237100,US,0,US,M
1165,2025,MI,FT,Intelligence Analyst,111100,USD,111100,US,0,US,M
1166,2025,MI,FT,Customer Success Manager,150000,USD,150000,US,0,US,M
1167,2025,MI,FT,Customer Success Manager,130000,USD,130000,US,0,US,M
1168,2025,SE,FT,Software Engineer,180000,USD,180000,US,100,US,M
1169,2025,SE,FT,Software Engineer,110000,USD,110000,US,100,US,M
1170,2025,SE,FT,Security Analyst,105800,USD,105800,US,0,US,M
1171,2025,SE,FT,Security Analyst,91811,USD,91811,US,0,US,M
1172,2025,SE,FT,Security Engineer,275000,USD,275000,US,0,US,M
1173,2025,SE,FT,Security Engineer,200000,USD,200000,US,0,US,M
1174,2025,SE,FT,Security Engineer,275000,USD,275000,US,0,US,M
1175,2025,SE,FT,Security Engineer,200000,USD,200000,US,0,US,M
1176,2025,MI,FT,Cyber Analyst,150000,USD,150000,US,0,US,M
1177,2025,MI,FT,Cyber Analyst,100000,USD,100000,US,0,US,M
1178,2025,MI,FT,Security Engineer,134600,USD,134600,US,0,US,M
1179,2025,MI,FT,Security Engineer,95200,USD,95200,US,0,US,M
1180,2025,MI,FT,Security Engineer,160200,USD,160200,US,0,US,M
1181,2025,MI,FT,Security Engineer,84900,USD,84900,US,0,US,M
1182,2025,SE,FT,Systems Engineer,182000,USD,182000,US,0,US,M
1183,2025,SE,FT,Systems Engineer,160000,USD,160000,US,0,US,M
1184,2025,MI,FT,SOC Analyst,130000,USD,130000,US,0,US,M
1185,2025,MI,FT,SOC Analyst,95000,USD,95000,US,0,US,M
1186,2025,EN,FT,Security Analyst,70000,USD,70000,US,0,US,M
1187,2025,EN,FT,Security Analyst,70000,USD,70000,US,0,US,M
1188,2025,SE,FT,Security Analyst,185000,USD,185000,US,0,US,M
1189,2025,SE,FT,Security Analyst,115000,USD,115000,US,0,US,M
1190,2025,EN,FT,Isso,109000,USD,109000,US,0,US,M
1191,2025,EN,FT,Isso,62300,USD,62300,US,0,US,M
1192,2025,SE,FT,Cyber Range Engineer,180000,USD,180000,US,0,US,M
1193,2025,SE,FT,Cyber Range Engineer,140000,USD,140000,US,0,US,M
1194,2025,SE,FT,Infrastructure Engineer,270600,USD,270600,US,0,US,M
1195,2025,SE,FT,Infrastructure Engineer,188100,USD,188100,US,0,US,M
1196,2025,SE,FT,DevSecOps Engineer,194400,USD,194400,US,100,US,M
1197,2025,SE,FT,DevSecOps Engineer,159100,USD,159100,US,100,US,M
1198,2025,MI,FT,Manager,206000,USD,206000,US,0,US,M
1199,2025,MI,FT,Manager,165000,USD,165000,US,0,US,M
1200,2025,SE,FT,Security Engineer,319000,USD,319000,DE,0,DE,M
1201,2025,SE,FT,Security Engineer,213000,USD,213000,DE,0,DE,M
1202,2025,SE,FT,Security Engineer,216000,USD,216000,US,0,US,M
1203,2025,SE,FT,Security Engineer,160470,USD,160470,US,0,US,M
1204,2025,SE,FT,Security Engineer,242800,USD,242800,US,0,US,M
1205,2025,SE,FT,Security Engineer,150000,USD,150000,US,0,US,M
1206,2025,SE,FT,Security Engineer,155000,USD,155000,US,0,US,M
1207,2025,SE,FT,Security Engineer,137000,USD,137000,US,0,US,M
1208,2025,MI,FT,Security Engineer,150000,USD,150000,US,100,US,M
1209,2025,MI,FT,Security Engineer,109500,USD,109500,US,100,US,M
1210,2025,MI,FT,Security Engineer,241000,USD,241000,US,0,US,M
1211,2025,MI,FT,Security Engineer,161000,USD,161000,US,0,US,M
1212,2025,MI,FT,Security Engineer,215400,USD,215400,US,0,US,M
1213,2025,MI,FT,Security Engineer,100600,USD,100600,US,0,US,M
1214,2025,SE,FT,Security Architect,230000,USD,230000,US,100,US,M
1215,2025,SE,FT,Security Architect,184000,USD,184000,US,100,US,M
1216,2025,SE,FT,Security Architect,195240,USD,195240,US,0,US,M
1217,2025,SE,FT,Security Architect,143220,USD,143220,US,0,US,M
1218,2025,MI,FT,Security Administrator,125720,USD,125720,AU,0,AU,M
1219,2025,MI,FT,Security Administrator,113574,USD,113574,AU,0,AU,M
1220,2025,MI,FT,Security Administrative Assistant,80000,USD,80000,US,0,US,M
1221,2025,MI,FT,Security Administrative Assistant,79000,USD,79000,US,0,US,M
1222,2025,MI,FT,Reverse Engineer,109000,USD,109000,US,0,US,M
1223,2025,MI,FT,Reverse Engineer,62300,USD,62300,US,0,US,M
1224,2025,MI,FT,Reverse Engineer,176600,USD,176600,US,0,US,M
1225,2025,MI,FT,Reverse Engineer,100900,USD,100900,US,0,US,M
1226,2025,MI,FT,Analyst,120100,USD,120100,US,0,US,M
1227,2025,MI,FT,Analyst,88300,USD,88300,US,0,US,M
1228,2025,SE,FT,Analyst,190200,USD,190200,US,0,US,M
1229,2025,SE,FT,Analyst,108700,USD,108700,US,0,US,M
1230,2025,SE,FT,Security Research Engineer,200000,USD,200000,US,0,US,M
1231,2025,SE,FT,Security Research Engineer,113000,USD,113000,US,0,US,M
1232,2025,SE,FT,Security Specialist,240000,USD,240000,US,0,US,M
1233,2025,SE,FT,Security Specialist,175000,USD,175000,US,0,US,M
1234,2025,SE,FT,Security Specialist,240000,USD,240000,US,0,US,M
1235,2025,SE,FT,Security Specialist,175000,USD,175000,US,0,US,M
1236,2025,SE,FT,Security Specialist,200000,USD,200000,US,0,US,M
1237,2025,SE,FT,Security Specialist,140000,USD,140000,US,0,US,M
1238,2025,SE,FT,Security Specialist,220000,USD,220000,US,0,US,M
1239,2025,SE,FT,Security Specialist,160000,USD,160000,US,0,US,M
1240,2025,SE,FT,Security Specialist,220000,USD,220000,US,0,US,M
1241,2025,SE,FT,Security Specialist,160000,USD,160000,US,0,US,M
1242,2025,SE,FT,Security Specialist,220000,USD,220000,US,0,US,M
1243,2025,SE,FT,Security Specialist,160000,USD,160000,US,0,US,M
1244,2025,SE,FT,Security Engineer,220000,USD,220000,US,0,US,M
1245,2025,SE,FT,Security Engineer,150000,USD,150000,US,0,US,M
1246,2025,MI,FT,Reverse Engineer,216000,USD,216000,US,0,US,M
1247,2025,MI,FT,Reverse Engineer,86000,USD,86000,US,0,US,M
1248,2025,SE,FT,Cyber Security,117237,USD,117237,US,0,US,M
1249,2025,SE,FT,Cyber Security,85263,USD,85263,US,0,US,M
1250,2025,SE,FT,Program Manager,250000,USD,250000,US,0,US,M
1251,2025,SE,FT,Program Manager,140000,USD,140000,US,0,US,M
1252,2025,MI,FT,IT Operations Manager,220000,USD,220000,US,0,US,M
1253,2025,MI,FT,IT Operations Manager,180000,USD,180000,US,0,US,M
1254,2025,SE,FT,Cloud Architect,180000,USD,180000,US,0,US,M
1255,2025,SE,FT,Cloud Architect,140000,USD,140000,US,0,US,M
1256,2025,SE,FT,Systems Administrator,100000,USD,100000,US,0,US,M
1257,2025,SE,FT,Systems Administrator,70000,USD,70000,US,0,US,M
1258,2025,MI,FT,Manager,165000,USD,165000,US,0,US,M
1259,2025,MI,FT,Manager,105000,USD,105000,US,0,US,M
1260,2025,SE,FT,Cloud Architect,250000,USD,250000,US,0,US,M
1261,2025,SE,FT,Cloud Architect,140000,USD,140000,US,0,US,M
1262,2025,SE,FT,Security Engineer,135000,USD,135000,US,0,US,M
1263,2025,SE,FT,Security Engineer,115000,USD,115000,US,0,US,M
1264,2025,SE,FT,Security Consultant,160000,USD,160000,US,100,US,M
1265,2025,SE,FT,Security Consultant,94000,USD,94000,US,100,US,M
1266,2025,SE,FT,Security Analyst,179300,USD,179300,US,100,US,M
1267,2025,SE,FT,Security Analyst,144789,USD,144789,US,100,US,M
1268,2025,MI,FT,Security Engineer,150000,USD,150000,US,0,US,M
1269,2025,MI,FT,Security Engineer,85000,USD,85000,US,0,US,M
1270,2025,SE,FT,Security Engineer,233400,USD,233400,US,100,US,M
1271,2025,SE,FT,Security Engineer,143000,USD,143000,US,100,US,M
1272,2025,SE,FT,Security Engineer,157100,USD,157100,US,0,US,M
1273,2025,SE,FT,Security Engineer,141000,USD,141000,US,0,US,M
1274,2025,SE,FT,Security Engineer,150000,USD,150000,US,0,US,M
1275,2025,SE,FT,Security Engineer,110000,USD,110000,US,0,US,M
1276,2025,SE,FT,Security Engineer,157500,USD,157500,US,0,US,M
1277,2025,SE,FT,Security Engineer,105000,USD,105000,US,0,US,M
1278,2025,SE,FT,Security Engineer,178008,USD,178008,US,100,US,M
1279,2025,SE,FT,Security Engineer,101652,USD,101652,US,100,US,M
1280,2025,MI,FT,Compliance Specialist,85000,USD,85000,CA,0,CA,M
1281,2025,MI,FT,Compliance Specialist,75000,USD,75000,CA,0,CA,M
1282,2025,MI,FT,Manager,218100,USD,218100,US,0,US,M
1283,2025,MI,FT,Manager,109400,USD,109400,US,0,US,M
1284,2025,SE,FT,Cyber Engineer,173800,USD,173800,US,0,US,M
1285,2025,SE,FT,Cyber Engineer,115800,USD,115800,US,0,US,M
1286,2025,SE,FT,Systems Engineer,157200,USD,157200,US,0,US,M
1287,2025,SE,FT,Systems Engineer,85000,USD,85000,US,0,US,M
1288,2025,SE,FT,Cyber Engineer,216400,USD,216400,US,0,US,M
1289,2025,SE,FT,Cyber Engineer,144200,USD,144200,US,0,US,M
1290,2025,MI,FT,Systems Engineer,134200,USD,134200,US,0,US,M
